,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
1620,1620,447911,6.0,https://landber.com/tin-dang/Ads_02_13072569,"Nhà cấp 4 Trịnh Thị Miếng, Sổ riêng, đường 4m ô tô, 5.2 x 22 nở 5.4, 3.25 tỷ","Bán gấp căn nhà cấp 4 ngay đường Trịnh Thị Miếng, sổ riêng ( nhà đang để trống), đường trước nhà 4-5m, ô tô đi thỏa mái.
Diện tích: 5.18m x 22m, nở hậu 5.4m
Giá: 3.25 tỷCách đường Trịnh Thị Miếng 20m, cách sân bóng Thới Tứ khoảng 70m, cách Đặng Thúc Vịnh 150, gần ngã 5 Tam ĐôngNhà hiện để trống, mua về sơn sửa là ở được, khu dân cư an ninh, không mồ mả, không ngập nướcBao công chứng sang tênXem nhà liên hệ 0903.609.927 A Diệp","Trịnh Thị Miếng,Huyện Hóc Môn,Hồ Chí Minh",thới tam thôn,"sân bóng, ngã 5","sân bóng Thới Tứ, Đặng Thúc Vịnh 150, ngã 5 Tam Đông","an ninh, không mồ mả, không ngập nước",,,1.0,1.0,2.0,3250000000,0,1.0,1.0,6,{2},"{5.2,22}",4.0,10.888550747490099,106.614072130054,"(106.614072130054,10.8885507474901)",24576158.3090078,,113.0,Ads_02_13072569,1582131600,1582175550.0,2020-02-20 12:13:01.825113,2.0,3.6,0101000020E6100000C2FD30F54CA75A40F39CA21FF0C62540,1.0,2020-04-13 10:00:03.069544,2,7.0,False,2.0,903609927.0,19c663e932f187ca47bf49eae59def49,1.0,,0.0,0.0,10.892479699999999,106.61259799999999,title,"22 Trịnh Thị Miếng, Thới Tam Thôn, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam","hẻm 4 Trịnh Thị Miếng, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam",Huyện Hóc Môn,"hẻm 4 Trịnh Thị Miếng, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam","[10.8924797, 106.612598]","[10.8924797, 106.612598, 6.0]",7,10.884447,106.586798,28715929.203539826
1618,1618,546874,6.0,https://landber.com/tin-dang/Ads_01_24774432,"CHÍNH CHỦ BÁN NHÀ CẤP 4 FULL NỘI THẤT ĐƯỜNG NGUYỄN THỊ SÓC-HÓC MÔN. GIÁ 900 TRIỆU,SHR. 0862104968","- Nhà cấp 4 ở hẻm 55 đường Nguyễn Thị Sóc - Bà Điểm - Hóc Môn cần bán .

- Diện tích : 96m2 ngang 6m dài 16m. Thổ cư.

- Sổ Hồng riêng, sang tên ngay.
- Giá bán : 900 triệu. ( không thương lượng, cần tiền bán gấp ).
- Nhà đối diện trường THPT Bà Điểm, cách chợ Bà Điểm 2km, cách QL 22 khoảng 5 phút chạy xe, thuận tiện di chuyển làm việc trong khu trung tâm thành phố.
- Gần các khu tiện ích như chợ, trường Học, Shop thời trang, tạm hóa, nhà hàng,... và một vài tiện ích khác quanh khu vực.
- Liên hệ : 0862.104.968 - gặp HUY để xem nhà. cảm ơn",Nguyễn Thị Sóc,bà điểm,"trường THPT, chợ, chợ, trường Học, Shop thời trang, nhà hàng","trường THPT Bà Điểm, chợ Bà Điểm, QL 22",,2 phòng ngủ,,1.0,1.0,2.0,900000000,0,3.0,1.0,3,{2},"{0,0}",55.0,10.8528172090622,106.600297446523,"(106.600297446523,10.8528172090622)",35773758.5214864,,96.0,Ads_01_24774432,1584032400,1584063403.0,2020-03-14 02:34:04.162398,8.0,3.6,,1.0,2020-04-13 03:45:02.03668,10,7.0,True,3.0,862104968.0,5ea12990d9aebf54e1f51c38b0b58e5c,1.0,,0.0,0.0,10.880131500000001,106.63522659999998,content,"55 Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam","hẻm 55 đường Nguyễn Thị Sóc, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam",Huyện Hóc Môn,"hẻm 55 đường Nguyễn Thị Sóc, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam","[10.8801315, 106.6352266]","[10.8801315, 106.6352266, 3.0]",7,10.884447,106.586798,9321875.0
1611,1611,726598,6.0,https://landber.com/tin-dang/Ads_01_26012237,Cần bán gấp nhà 1 trệt 1 lầu 50m2. tại Phan Văn Hớn.SHR.Giá: 900 triệu.LH: Hợp 0967733472,"Bán gấp nhà 1 trệt 1 lầu tại ấp 5 đường Phan Văn Hớn-Hóc Môn gần chùa Quang Thọ.

-Nhà xây ở nên cấu trúc kiên cố, kiến trúc thoáng mát , rộng rãi với 2 phòng ngủ 1wc, q phòng khách, 1 bếp. 

-Nằm trong khu dân cư đông đúc, có đầy đủ tiện ích sinh hoạt đời sống trong phạm vi bán kính 1 km như chợ Bà Điểm, trường học các cấp, ngân hàng,...
-Sổ hồng riêng sang tên công chứng nhanh
-Giá: 900 triệu
LH: Hợp 0967733472.",Phan Văn Hớn,xuân thới thượng,"chùa, chợ, trường học, ngân hàng","chùa Quang Thọ, chợ Bà Điểm",đông đúc,"2 phòng ngủ, 1 wc, phòng khách, 1 bếp",,1.0,1.0,2.0,900000000,0,3.0,2.0,0,{2},"{0,0}",5.0,10.848227210487199,106.58677267936199,"(106.586772679362,106.586772679362)",18000000.0,,50.0,Ads_01_26012237,1593104400,1593137172.0,2020-06-26 09:25:08.37585,0.0,0.0,0101000020E6100000D102FFAE8DA55A40453D41D64AB22540,0.0,,0,0.0,False,3.0,967733472.0,8892ace51fe42d2e1801a927e65920db,1.0,,1.0,0.0,10.8525898,106.58427479999999,content,"5 Phan Văn Hớn, Xuân Thới Thượng, Hóc Môn, Thành phố Hồ Chí Minh, Vietnam","hẻm 5 đường Phan Văn Hớn, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam",Huyện Hóc Môn,"hẻm 5 đường Phan Văn Hớn, Huyện Hóc Môn, Hồ Chí Minh, Việt Nam","[10.8525898, 106.5842748]","[10.8525898, 106.5842748, 0.0]",7,10.884447,106.586798,17796000.0
1786,1786,160091,6.0,https://landber.com/tin-dang/Ads_01_23382075,"Chính chủ bán gấp nhà sổ riêng 3,2x8m. Huỳnh Tấn Phát nhà bè , hẻm rộng 2,5m","Chào anh chị nhé ! 
- vị trí : hẻm 2144 Huỳnh Tấn Phát nhà bè , gần ngân hàng agribank Huỳnh Tấn Phát 

- diện tích : 3,2x8m
- cấu trúc / 1 trệt 2 lầu 2 phòng ngủ 

- pháp lý : sổ hồng riêng từng nhà - mua bán công chứng nhà nước - hoàn công đầy đủ 
- giá : 1 tỷ 300 triệu ( thương lượng ) 
- ---- - 
- khu dân cư hiện hữu , hàng xóm thân thiện . Gân chợ , ngân hàng , trường học cấp 1,2,3 ...... 
- THÔNG TIN VÀ HÌNH ẢNH ĐẦY ĐỦ . ALO XEM NHÀ TRỰC TIẾP VÀ TƯ VẤN MIỄN PHÍ 24/7 . CẢM ƠN ANH CHỊ ĐÃ XEM TIN !",Huỳnh Tấn Phát,phú xuân,"ngân hàng, chợ, ngân hàng, trường học",ngân hàng agribank Huỳnh Tấn Phát,thân thiện,2 phòng ngủ,,1.0,1.0,2.0,1300000000,0,1.0,3.0,3,{2},"{3.2,8}",2144.0,10.6788108703735,106.75318197552299,"(106.753181975523,10.6788108703735)",42782971.047515996,,25.0,Ads_01_23382075,1573318800,1573982251.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000093332C2234B05A40DDD830198D5B2540,1.0,2020-04-13 13:29:01.788186,1,8.0,False,2.0,,0ae9548888f290b0040b881d1b4d1069,1.0,,2.0,0.0,10.6861942,106.74292369999999,content,"Hẻm 2144 Huỳnh Tấn Phát, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 2144 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 2144 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6861942, 106.7429237]","[10.6861942, 106.7429237, 3.0]",8,10.66031,106.7273,51388000.0
1736,1736,587933,2.0,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/ban-cat-lo-nha-pho-1tret-2lau-4pn-3wc-so-rieng-dt-50m2-3-6ty-id20720370,"Bán cắt lỗ Nhà phố 1trệt, 2lầu, 4pn, 3wc, sổ riêng, DT 50m2, 3.6tỷ","
Kẹt tiền bán cắt lỗ giá siêu rẻ 
Nhà mặt tiền hẻm xe hơi 67 đường Đào Tông Nguyên, Thị Trấn Nhà Bè.
- Diện tích: 5,4x10m.
- Kết cấu: Trệt 2 lầu.
- Với 4 phòng ngủ, 3wc, nhà nằm ngay mặt tiền hẻm chính 6m thông hai chiều, ở hay mở vp, cty đều được.
- Sổ hồng riêng hoàn công đầy đủ, có hỗ trợ vay cho khách mua vay ngân hàng tới 80%.
- Giá: 3,6 Tỷ chốt 
LH 0919594088 Mrs Nguyễn
",Đào Tông Nguyên,phú xuân,,,,3,,1.0,1.0,2.0,3600000000,0,3.0,3.0,3,{2},"{5.4,10}",67.0,10.6843498043445,106.749741761394,"(106.749741761394,106.749741761394)",58068190.2656167,tây - nam,150.0,mogi_20720370,1586192400,1586239231.0,2020-04-07 13:01:03.663127,8.0,3.6,0101000020E61000009468DEC4FBAF5A40F45DF918635E2540,1.0,2020-04-07 13:02:00.724142,10,7.0,True,2.0,919594088.0,e42b77559dc935aeae5ad4c4419ae0ea,1.0,,0.0,0.0,10.684021699999999,106.7491386,content,"67 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 67 đường Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 67 đường Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6840217, 106.7491386]","[10.6840217, 106.7491386, 3.0]",8,10.66031,106.7273,23898000.0
1654,1654,632341,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/-1-lau-6x6-hem-xe-hoi-vao-so-hong-giap-my-hung-quan-7-gan-cho-xuan-pr21551461,Nhà 1 lầu - 6x6m - hẻm xe hơi vào - sổ hồng riêng - giáp Phú Mỹ Hưng Quận 7 - gần chợ Phú Xuân,"* Vị trí: Hẻm 2266 Huỳnh Tấn Phát - xã Phú Xuân - huyện Nhà Bè - gần chợ Phú Xuân.<br/><br/>* Diện tích: 6x6m.<br/><br/>* Cấu trúc: 1 trệt, 1 lầu, 2 phòng ngủ.<br/><br/>* Pháp lý: Sổ hồng riêng - hoàn công đầy đủ - công chứng mua bán.<br/><br/>* Giá: 1 tỷ 630 tr thương lượng.<br/><br/>* Tiện ích: Khu dân cư đông đúc - dân trí cao, gần trường học, chợ..... Đời sống an sinh xã hội đầy đủ, hàng xóm láng giềng thân thiện.<br/><br/>* Anh chị LH xem nhà trực tiếp miễn phí 24/7. Cảm ơn anh chị đã xem tin! Mr. Hải 0777 805 539.",Huỳnh Tấn Phát,phú xuân,"chợ, chợ, trường học, chợ","Phú Mỹ Hưng, chợ Phú Xuân, chợ Phú Xuân","đông đúc, dân trí cao",2,,1.0,1.0,2.0,1630000000,0,3.0,2.0,3,{2},"{6,6}",2266.0,10.67844264527,106.75345237807899,"(106.753452378079,106.753452378079)",45435133.2717896,,36.0,bdscomvn_21551461,1587248827,1587200600.0,2020-04-18 16:04:02.48604,0.0,3.4,0101000020E61000004BBC529038B05A40F84A9BD55C5B2540,1.0,2020-04-18 16:05:00.825932,0,7.0,False,2.0,777805539.0,65bb6c6d33790e50b1b83533f4c642c2,1.0,,0.0,0.0,10.681883599999999,106.7454405,content,"Hẻm 2266 Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 2266 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 2266 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6818836, 106.7454405]","[10.6818836, 106.7454405, 3.0]",8,10.66031,106.7273,44994444.44444445
1811,1811,329232,6.0,https://landber.com/tin-dang/Ads_02_13040503,"Bán nhà 1 lửng 2 lầu mặt tiền hẻm 6m 67 Đào Tông Nguyên, Nhà Bè. LH: 0908.707.043","Bán nhà 1 lửng 2 lầu mặt tiền hẻm 6m 67 đường Đào Tông Nguyên, xã Phú Xuân, huyện Nhà Bè.- Diện tích: 5.2x10m.- Cấu trúc: Nhà 1 trệt, 1 lửng, 2 lầu, 4 phòng ngủ, 5wc, sân trước, sân sau, sân bên hông, gara ô tô. Nhà đẹp, xây dựng kiên cố, sang trọng, nội thất cao cấp (5 máy lạnh, bàn ăn, sofa, tivi, giường ngủ). Hẻm 6m thông thoáng.- Vị trí: Nhà mặt tiền hẻm chính 6m, thông 2 chiều, 2 ô tô qua lại dễ dàng, gần chung cư Anh Tuấn, cách Co. Op Nguyễn Bình, thích ở hay mở văn phòng công ty phù hợp.- Tiện ích: Đầy đủ: Khu an ninh, dân trí cao, gần chợ, siêu thị, trường học, bệnh viện...- Pháp lý: Sổ hồng hoàn công đầy đủ.- Hướng: Tây.- Giá: 4.280 tỷ (thương lượng).- Liên hệ: 0908.707.043 Anh QuốcCông ty bất động sản Kim Điền.ĐC: 138B Đường Số 79, Phường Tân Quy, Quận 7, TP.HCMWebsite: www.bdsquan7.com, www.bdskimdien.comEmail: info@bdskimdien.com","Đào Tông Nguyên,Huyện Nhà Bè,Hồ Chí Minh",phú xuân,"chung cư, chợ, siêu thị, trường học, bệnh viện","chung cư Anh Tuấn, Co  Op Nguyễn Bình","an ninh, dân trí cao",4 phòng ngủ,,1.0,1.0,2.0,4280000000,0,3.0,2.5,3,{2},"{5.2,10}",67.0,10.684821877199802,106.75031309737801,"(106.750313097378,10.6848218771998)",56703083.1987677,tây,52.0,Ads_02_13040503,1578416400,1578724792.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000F7BF392105B05A4023511CF9A05E2540,1.0,2020-04-13 05:39:02.282302,1,8.0,False,2.0,908707043.0,3f13cf0d8bffe7d64760be9f757913c4,1.0,,0.0,0.0,10.684021699999999,106.7491386,title,"67 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 67 Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 67 Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6840217, 106.7491386]","[10.6840217, 106.7491386, 3.0]",8,10.66031,106.7273,82062500.0
1829,1829,614621,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-xa-phu-xuan/ban-mt-hem-96-htp-be-pr25160160,"Bán Nhà MT Hẻm 96 Đào Tông Nguyên , HTP , Nhà Bè","+ CHÍNH CHỦ CẦN BÁN GẤP NHÀ MẶT TIỀN HẺM 96 LỘ GIỚI 12M , ĐƯỜNG ĐÀO TÔNG NGUYÊN , KHO C , XÃ PHÚ XUÂN , NHÀ BÈ<br/><br/>+ KHU DÂN CƯ HIỆN HỮU , DÂN CƯ ĐÔNG ĐÚC TIỆN KINH DOANH BUÔN BÁN , GẦN CHỢ , TRƯỜNG HỌC , NGÂN HÀNG , KHU VỰC ĐẦY ĐỦ TIỆN ÍCH<br/><br/>+ CHỈ 5KM TỚI PHÚ MỸ HƯNG , ĐH TÔN ĐỨC THẮNG , TRUNG TÂM THÀNH PHỐ<br/><br/>+ DIỆN TÍCH : 4,2 X 21M , HIỆN TRẠNG 1 TRỆT + 1 LẦU + 3PN + 2WC + SÂN TRƯỚC & SAU ĐẬU XE HƠI VÔ TƯ<br/><br/>+ PHÁP LÝ : SỔ HỒNG RIÊNG , HOÀN CÔNG ĐẦY ĐỦ , HỔ TRỢ VAY BANK , ĐANG CÓ BẢN VẼ ĐỔI SỔ HỒNG MỚI<br/><br/> + GIÁ BÁN : 3 TỶ 200 TL<br/><br/>+ NHÀ HƯỚNG : TÂY BẮC<br/><br/>+ LH : ĐÔNG LAND , DẪN ĐI XEM NHÀ",Đào Tông Nguyên,kho c,"NHÀ BÈ, CHỢ, TRƯỜNG HỌC, NGÂN HÀNG, ĐH","PHÚ MỸ HƯNG, ĐH TÔN ĐỨC THẮNG","DÂN CƯ, ĐÔNG ĐÚC",3,,1.0,1.0,2.0,3200000000,0,3.0,2.0,3,{2},"{0,0}",96.0,10.6783534769676,106.754194434034,"(106.754194434034,106.754194434034)",42932801.05465321,tây,84.0,bdscomvn_25160160,1586867568,1586819212.0,2020-04-14 06:07:01.815249,2.0,3.6,0101000020E61000001A40BBB844B05A4042689D25515B2540,1.0,2020-04-14 06:08:01.224759,2,7.0,False,2.0,,90ff1f9a2becd6d7713d5824f05b25f6,1.0,,0.0,0.0,10.683661,106.754185,title,"96 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 96 Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 96 Đào Tông Nguyên, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.683661, 106.754185]","[10.683661, 106.754185, 3.0]",8,10.66031,106.7273,37973809.52380952
1693,1693,88716,6.0,https://landber.com/tin-dang/Ads_01_23601559,BÁN NHÀ HẺM XE HƠI 74 NGUYỄN VĂN TẠO 223M2 XÂY DỰNG 1 LẦU NỞ HẬU ĐƯỜNG 6M TRƯỚC NHÀ GIÁ 4.5 TỶ,"BÁN NHÀ HẺM XE HƠI 74 NGUYỄN VĂN TẠO 223M2 XÂY DỰNG 1 LẦU NỞ HẬU ĐƯỜNG 6M TRƯỚC NHÀ GIÁ 4.5 TỶ

THÍCH HỢP VỪA Ở VỪA CHO THUÊ

ĐƯỜNG TRƯỚC NHÀ 6M
VỊ TRÍ ĐẮC ĐỊA
ĐI VỀ TRUNG TÂM RẤT THUẬN TIỆN
THÍCH HỢP XÂY BIỆT THỰ
SÂN VƯỜN
GIÁ BÁN 4.55 TỶ XEM NHÀ TRỰC TIẾP: 0906.2341.69",Nguyễn Văn Tạo,hiệp phước,,,,,,1.0,1.0,2.0,4500000000,0,2.0,2.0,3,"{2,1}","{0,0}",74.0,10.6144339442044,106.73897436012501,"(106.738974360125,10.6144339442044)",14703764.670278,,223.0,Ads_01_23601559,1574614800,1574669085.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000092541D5B4BAF5A4003D2FF15973A2540,1.0,2020-04-13 09:28:02.467184,2,7.0,False,2.0,906234169.0,2fdd60c59a4fa492e6306cb909e98303,2.0,,2.0,0.0,10.668396000000001,106.7243638,title,"275, 1 Đường Nguyễn Văn Tạo, Nhơn Đức, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 74 NGUYỄN VĂN TẠO, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 74 NGUYỄN VĂN TẠO, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.668396, 106.7243638]","[10.668396, 106.7243638, 3.0]",8,10.66031,106.7273,20133632.286995515
1665,1665,298619,6.0,https://landber.com/tin-dang/Ads_02_13036343,Bán nhà 2 lầu đẹp mặt tiền hẻm 6m 2329 Huỳnh Tấn Phát Nhà Bè - LH: 0909.403.577,"Bán nhà 2 lầu đẹp mặt tiền hẻm 6m 2329 đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, huyện Nhà Bè.- Diện tích: 5x10m.- Cấu trúc: Nhà 1 trệt, 2 lầu, 4 phòng ngủ, 3WC. Nhà đẹp, xây dựng kiên cố, sang trọng vào ở ngay. Hẻm 6m thông thoáng.- Vị trí: Nhà hẻm đường Huỳnh Tấn Phát ngay mặt tiền hẻm chính, gần Điện Máy Xanh, văn phòng công chứng Toàn Cầu, cách trường Quốc tế Canada 5 phút.- Tiện ích: Đầy đủ: Khu an ninh, dân trí cao, gần chợ, siêu thị, trường học, bệnh viện.- Pháp lý: Sổ hồng riêng hoàn công đầy đủ.- Giá: 3.85 tỷ (thương lượng).- Liên hệ: 0909.403.577 Ms.Linh.Công Ty Bất Động Sản Kim Điền.ĐC: 138B Đường Số 79 Phường Tân Quy Quận 7 TP.HCM.Website: www.bdsquan7.com; www.bdskimdien.comEmail: info@bdskimdien.com","Huỳnh Tấn Phát,Huyện Nhà Bè,Hồ Chí Minh",nhà bè,"văn phòng công chứng Toàn Cầu, trường, chợ, siêu thị, trường học, bệnh viện","Điện Máy Xanh, trường Quốc tế Canada","an ninh, dân trí cao",4 phòng ngủ,,1.0,1.0,2.0,3850000000,0,3.0,3.0,5,{2},"{5,10}",2329,10.692527669340802,106.740588048203,"(106.740588048203,10.6925276693408)",62913919.168276794,,50.0,Ads_02_13036343,1577984400,1578693317.0,2020-02-12 08:49:25.145194,3.8,3.6,0101000020E6100000D1B569CB65AF5A408EC996FC92622540,1.0,2020-04-13 08:40:02.375072,5,8.0,False,2.0,909403577.0,377134643dbae3ad577e40d1699efd10,1.0,,1.0,0.0,10.69012,106.74307900000001,title,"10/4 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 2329 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 2329 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.69012, 106.743079]","[10.69012, 106.743079, 5.0]",8,10.66031,106.7273,76694000.0
1735,1735,582271,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/ban-dep-so-hong-hem-1632-phat-pr24806831,"Bán nhà đẹp, sổ hồng riêng, hẻm 1632 Huỳnh Tấn Phát","Cần bán nhà trong hẻm ngay chợ Phú Xuân.<br/>4x15m, 3PN, 2WC, sân trước 16m2, phòng khách rộng rãi, nhà bếp sạch mới.<br/>Nhà hẻm cụt yên tĩnh, thoáng mát, mới sửa còn rất mới, nội thất xịn, gạch giả gỗ, có giếng trời.<br/>Nhà 1 trệt 1 lửng thiết kế hiện đại, thoải mái.<br/>Ngay chợ Phú Xuân, siêu thị Coop Mart, gần trường học, rất tiện lợi.<br/>10p tới PMH, qua cầu Phú Xuân là tới quận 7.<br/>Trong năm nay huyện Nhà Bè lên quận, giá nhà đất tăng cao.<br/>Nhà chính chủ, sổ hồng sẵn sang tên.",Huỳnh Tấn Phát,,"chợ, chợ, siêu thị, trường học, cầu","chợ Phú Xuân, chợ Phú Xuân, siêu thị Coop Mart, PMH, cầu Phú Xuân, quận 7, Nhà Bè","yên tĩnh, thoáng mát",3,,1.0,1.0,2.0,2900000000,0,3.0,1.5,3,{2},"{4,15}",1632.0,10.692902662027599,106.740913937908,"(106.740913937908,106.740913937908)",61180970.8576803,tây,60.0,bdscomvn_24806831,1586188059,1586139055.0,2020-04-06 09:11:01.877495,3.4,3.7,0101000020E6100000E51D4B226BAF5A40A1704123C4622540,1.0,2020-04-06 09:12:01.193715,6,7.0,False,3.0,,2c788b18bd6de2401be6329823a89466,1.0,,0.0,0.0,10.698182199999998,106.7388623,title,"30 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh 700000, Vietnam","hẻm 1632 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 1632 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6981822, 106.7388623]","[10.6981822, 106.7388623, 3.0]",8,10.66031,106.7273,48205833.33333334
1783,1783,478339,6.0,https://landber.com/tin-dang/Ads_01_24582824,"Cần bán nhà riêng làm nhà ở hoặc đầu tư tại hẻm 1979 Nhà Bè, TP HCM, giá tốt cho chủ đầu tư","Cần bán nhà riêng, tại đường Nhà Bè.
Khu dân cư hiện hữu lâu dài.

Diện tích sử dụng 140m2.
Gồm 3 tầng, 4 phòng, 4 toilets.

Nhà mới xây, cách Phú MỸ Hưng 5p xe máy.
Hẻm công an và ủy ban thị trấn Nhà Bè.
Giá 4,85 tỷ nhưng sẽ có giá tốt cho chủ đầu tư.
Liên hệ ngay 0789740750 (Tô Ngọc Bảo).",Nhà Bè,nhà bè,"công an, ủy ban thị",Phú MỸ Hưng,,4 phòng ngủ,Hẻm 1979,1.0,1.0,2.0,4850000000,0,2.0,3.0,3,{2},"{0,0}",1979.0,10.6946710112666,106.741641204892,"(106.741641204892,10.6946710112666)",62734051.3970922,,31.5,Ads_01_24582824,1582822800,1582852678.0,2020-02-28 08:18:01.390183,2.0,3.6,0101000020E61000004518AC0C77AF5A4008BD35EBAB632540,1.0,2020-04-13 02:50:02.360878,1,8.0,False,3.0,789740750.0,60b3ec3d93457d93286582a0d585ab7c,1.0,,0.0,0.0,10.696960800000001,106.74077700000001,title,"Hẻm 1979 Huỳnh Tấn Phát, tt. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","hẻm 1979 Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"hẻm 1979 Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.6969608, 106.740777]","[10.6969608, 106.740777, 3.0]",8,10.66031,106.7273,153482539.68253967
1689,1689,66326,6.0,https://landber.com/tin-dang/Ads_01_20234650,"Bán nhà Huỳnh Tấn Phát, Nhà Bè chính chủ","Nhà bán hẻm 2174 Huỳnh Tấn Phát, Phú Xuân, Nhà Bè.
Diện tích: 3,2x8m xây dựng 1 lầu nhà mới đẹp.

Hẻm trước nhà 3m thông thoáng.
Mua xách đồ vào ở ngay.

Giá bán: 980tr có bớt lộc.
Liên hệ: 0903 969 856 Nương.",Huỳnh Tấn Phát,phú xuân,,,,,Hẻm 2174,1.0,1.0,2.0,980000000,0,2.0,2.0,1,{2},"{3.2,8}",2174.0,10.678760182029,106.752958263869,"(106.752958263869,10.678760182029)",42782971.047515996,,16.0,Ads_01_20234650,1588957200,1574066720.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000074A4DB7730B05A4094485F74865B2540,1.0,2020-04-13 00:50:02.247872,2,7.0,False,1.0,903969856.0,5ca844346f992dd27f39639647780eb7,4.0,,1.0,0.0,10.68575,106.744,content,"2174 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam","2174 Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam",Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Huyện Nhà Bè, Hồ Chí Minh, Việt Nam","[10.68575, 106.744]","[10.68575, 106.744, 1.0]",8,10.66031,106.7273,60612500.0
